activity_id,opportunity_id,sales_agent,activity_type,activity_date,duration_minutes,outcome
ACT-007215,RK5Y67V6,Darcel Schlecht,call,2017-03-06,31,completed
ACT-007216,RK5Y67V6,Darcel Schlecht,call,2017-03-05,14,completed
ACT-007217,RK5Y67V6,Darcel Schlecht,meeting,2017-03-03,80,completed
ACT-007218,COWOZH43,Donn Cantrell,email,2017-04-28,9,completed
ACT-007219,COWOZH43,Donn Cantrell,email,2017-03-22,2,completed
ACT-007220,COWOZH43,Donn Cantrell,demo,2017-04-10,103,completed
ACT-007221,DGIYD342,Elease Gluck,email,2017-03-08,13,completed
ACT-007222,DGIYD342,Elease Gluck,meeting,2017-03-05,39,cancelled
ACT-007223,DGIYD342,Elease Gluck,email,2017-05-05,10,completed
ACT-007224,DGIYD342,Elease Gluck,demo,2017-03-25,53,rescheduled
ACT-007225,JSSGVBVS,Garret Kinder,email,2017-03-05,9,completed
ACT-007226,JSSGVBVS,Garret Kinder,email,2017-04-12,13,completed
ACT-007227,JSSGVBVS,Garret Kinder,email,2017-03-27,11,cancelled
ACT-007228,JSSGVBVS,Garret Kinder,email,2017-03-28,10,completed
ACT-007229,JSSGVBVS,Garret Kinder,call,2017-04-26,13,completed
ACT-007230,V28NVD6A,Garret Kinder,call,2017-04-29,31,completed
ACT-007231,V28NVD6A,Garret Kinder,email,2017-04-11,2,cancelled
ACT-007232,V28NVD6A,Garret Kinder,email,2017-04-03,5,completed
ACT-007233,V28NVD6A,Garret Kinder,email,2017-03-31,7,completed
ACT-007234,V28NVD6A,Garret Kinder,email,2017-04-12,7,completed
ACT-007235,I1IAVDQM,Gladys Colclough,call,2017-04-09,19,no_answer
ACT-007236,I1IAVDQM,Gladys Colclough,email,2017-04-09,5,completed
ACT-007237,I1IAVDQM,Gladys Colclough,call,2017-04-08,19,rescheduled
ACT-007238,I1IAVDQM,Gladys Colclough,call,2017-03-26,36,rescheduled
ACT-007239,I1IAVDQM,Gladys Colclough,email,2017-03-04,13,completed
ACT-007240,I1IAVDQM,Gladys Colclough,call,2017-03-30,43,rescheduled
ACT-007241,4MC584U5,Gladys Colclough,call,2017-03-03,7,no_answer
ACT-007242,4MC584U5,Gladys Colclough,call,2017-05-15,40,no_answer
ACT-007243,4MC584U5,Gladys Colclough,meeting,2017-03-11,59,completed
ACT-007244,4MC584U5,Gladys Colclough,meeting,2017-03-28,39,completed
ACT-007245,4MC584U5,Gladys Colclough,email,2017-03-06,3,completed
ACT-007246,4MC584U5,Gladys Colclough,follow_up,2017-05-11,15,completed
ACT-007247,4MC584U5,Gladys Colclough,follow_up,2017-04-12,4,completed
ACT-007248,MCYLHUCZ,Lajuana Vencill,call,2017-05-24,11,completed
ACT-007249,MCYLHUCZ,Lajuana Vencill,email,2017-05-20,6,completed
ACT-007250,MCYLHUCZ,Lajuana Vencill,call,2017-03-25,40,completed
ACT-007251,MCYLHUCZ,Lajuana Vencill,email,2017-05-30,5,completed
ACT-007252,MCYLHUCZ,Lajuana Vencill,email,2017-04-05,9,completed
ACT-007253,MCYLHUCZ,Lajuana Vencill,meeting,2017-05-17,80,completed
ACT-007254,MCYLHUCZ,Lajuana Vencill,call,2017-03-06,25,completed
ACT-007255,MCYLHUCZ,Lajuana Vencill,email,2017-03-30,2,completed
ACT-007256,5E4DTWHV,Marty Freudenburg,call,2017-05-07,19,rescheduled
ACT-007257,5E4DTWHV,Marty Freudenburg,email,2017-05-30,12,completed
ACT-007258,5E4DTWHV,Marty Freudenburg,meeting,2017-06-06,36,no_answer
ACT-007259,5E4DTWHV,Marty Freudenburg,email,2017-05-22,11,rescheduled
ACT-007260,1VUBYV53,Maureen Marcano,call,2017-03-14,34,completed
ACT-007261,1VUBYV53,Maureen Marcano,meeting,2017-03-04,30,completed
ACT-007262,1VUBYV53,Maureen Marcano,email,2017-03-15,8,completed
ACT-007263,1VUBYV53,Maureen Marcano,call,2017-03-18,13,completed
ACT-007264,1VUBYV53,Maureen Marcano,meeting,2017-03-02,85,no_answer
ACT-007265,1VUBYV53,Maureen Marcano,email,2017-03-07,8,completed
ACT-007266,1VUBYV53,Maureen Marcano,email,2017-03-02,9,no_answer
ACT-007267,1VUBYV53,Maureen Marcano,email,2017-03-10,10,completed
ACT-007268,1VUBYV53,Maureen Marcano,call,2017-03-19,26,completed
ACT-007269,W03CXYET,Moses Frase,email,2017-05-04,7,completed
ACT-007270,W03CXYET,Moses Frase,email,2017-03-24,3,no_answer
ACT-007271,W03CXYET,Moses Frase,call,2017-05-06,42,completed
ACT-007272,W03CXYET,Moses Frase,call,2017-05-02,15,rescheduled
ACT-007273,W03CXYET,Moses Frase,email,2017-03-26,11,completed
ACT-007274,W03CXYET,Moses Frase,meeting,2017-05-30,27,completed
ACT-007275,W03CXYET,Moses Frase,email,2017-04-02,8,no_answer
ACT-007276,W03CXYET,Moses Frase,call,2017-04-24,31,completed
ACT-007277,W03CXYET,Moses Frase,email,2017-04-17,13,completed
ACT-007278,LZVFFQLN,Moses Frase,email,2017-05-04,13,completed
ACT-007279,LZVFFQLN,Moses Frase,meeting,2017-05-05,61,completed
ACT-007280,LZVFFQLN,Moses Frase,email,2017-03-12,13,no_answer
ACT-007281,LZVFFQLN,Moses Frase,email,2017-04-03,3,completed
ACT-007282,LZVFFQLN,Moses Frase,email,2017-03-04,11,completed
ACT-007283,MFV0C5RN,Reed Clapper,meeting,2017-03-07,56,completed
ACT-007284,MFV0C5RN,Reed Clapper,email,2017-03-06,8,completed
ACT-007285,MFV0C5RN,Reed Clapper,demo,2017-03-05,33,no_answer
ACT-007286,MFV0C5RN,Reed Clapper,meeting,2017-03-02,62,completed
ACT-007287,MFV0C5RN,Reed Clapper,meeting,2017-03-07,61,completed
ACT-007288,MFV0C5RN,Reed Clapper,email,2017-03-07,6,completed
ACT-007289,MFV0C5RN,Reed Clapper,call,2017-03-08,18,cancelled
ACT-007290,MFV0C5RN,Reed Clapper,email,2017-03-01,3,completed
ACT-007291,MFV0C5RN,Reed Clapper,email,2017-03-03,8,completed
ACT-007292,MFV0C5RN,Reed Clapper,follow_up,2017-03-03,14,completed
ACT-007293,MFV0C5RN,Reed Clapper,call,2017-03-02,12,completed
ACT-007294,A1WZEK7U,Reed Clapper,email,2017-03-24,11,completed
ACT-007295,A1WZEK7U,Reed Clapper,demo,2017-03-01,90,completed
ACT-007296,A1WZEK7U,Reed Clapper,demo,2017-03-20,92,no_answer
ACT-007297,A1WZEK7U,Reed Clapper,call,2017-05-28,28,rescheduled
ACT-007298,A1WZEK7U,Reed Clapper,email,2017-04-14,11,rescheduled
ACT-007299,A1WZEK7U,Reed Clapper,email,2017-05-22,2,completed
ACT-007300,516FJUNB,Rosalina Dieter,call,2017-03-03,43,rescheduled
ACT-007301,516FJUNB,Rosalina Dieter,follow_up,2017-03-03,7,completed
ACT-007302,516FJUNB,Rosalina Dieter,call,2017-03-04,14,completed
ACT-007303,516FJUNB,Rosalina Dieter,email,2017-03-02,6,completed
ACT-007304,516FJUNB,Rosalina Dieter,call,2017-03-03,24,completed
ACT-007305,516FJUNB,Rosalina Dieter,email,2017-03-02,3,completed
ACT-007306,516FJUNB,Rosalina Dieter,demo,2017-03-06,65,completed
ACT-007307,516FJUNB,Rosalina Dieter,email,2017-03-04,13,completed
ACT-007308,516FJUNB,Rosalina Dieter,call,2017-03-03,32,completed
ACT-007309,PE8DK02A,Versie Hillebrand,follow_up,2017-03-04,15,rescheduled
ACT-007310,PE8DK02A,Versie Hillebrand,call,2017-03-07,27,completed
ACT-007311,PE8DK02A,Versie Hillebrand,email,2017-03-15,10,completed
ACT-007312,PE8DK02A,Versie Hillebrand,call,2017-03-06,38,no_answer
ACT-007313,PE8DK02A,Versie Hillebrand,call,2017-03-14,6,completed
ACT-007314,PE8DK02A,Versie Hillebrand,call,2017-03-10,23,completed
ACT-007315,PE8DK02A,Versie Hillebrand,demo,2017-03-15,90,rescheduled
ACT-007316,PE8DK02A,Versie Hillebrand,email,2017-03-14,8,no_answer
ACT-007317,PE8DK02A,Versie Hillebrand,email,2017-03-03,11,completed
ACT-007318,10NTPQUY,Versie Hillebrand,email,2017-04-08,7,completed
ACT-007319,10NTPQUY,Versie Hillebrand,email,2017-03-22,12,completed
ACT-007320,10NTPQUY,Versie Hillebrand,email,2017-03-10,9,completed
ACT-007321,10NTPQUY,Versie Hillebrand,call,2017-04-27,23,no_answer
ACT-007322,10NTPQUY,Versie Hillebrand,email,2017-06-15,11,completed
ACT-007323,X2EXSMPR,Vicki Laflamme,meeting,2017-03-03,84,no_answer
ACT-007324,X2EXSMPR,Vicki Laflamme,email,2017-03-01,3,rescheduled
ACT-007325,X2EXSMPR,Vicki Laflamme,email,2017-03-03,14,completed
ACT-007326,X2EXSMPR,Vicki Laflamme,email,2017-03-05,11,completed
ACT-007327,X2EXSMPR,Vicki Laflamme,email,2017-03-02,6,completed
ACT-007328,X2EXSMPR,Vicki Laflamme,call,2017-03-06,12,rescheduled
ACT-007329,X2EXSMPR,Vicki Laflamme,call,2017-03-07,14,completed
ACT-007330,X2EXSMPR,Vicki Laflamme,email,2017-03-02,2,completed
ACT-007331,X2EXSMPR,Vicki Laflamme,call,2017-03-04,39,completed
ACT-007332,X2EXSMPR,Vicki Laflamme,meeting,2017-03-04,45,rescheduled
ACT-007333,X2EXSMPR,Vicki Laflamme,email,2017-03-06,8,completed
ACT-007334,JCFQVIEG,Vicki Laflamme,email,2017-03-31,8,completed
ACT-007335,JCFQVIEG,Vicki Laflamme,email,2017-05-15,11,cancelled
ACT-007336,JCFQVIEG,Vicki Laflamme,meeting,2017-05-16,85,completed
ACT-007337,JCFQVIEG,Vicki Laflamme,meeting,2017-04-09,21,completed
ACT-007338,JCFQVIEG,Vicki Laflamme,email,2017-04-26,5,completed
ACT-007339,XIWKGJOW,Vicki Laflamme,demo,2017-03-08,58,rescheduled
ACT-007340,XIWKGJOW,Vicki Laflamme,demo,2017-03-02,96,completed
ACT-007341,XIWKGJOW,Vicki Laflamme,email,2017-03-06,5,completed
ACT-007342,XIWKGJOW,Vicki Laflamme,email,2017-03-03,5,rescheduled
ACT-007343,XIWKGJOW,Vicki Laflamme,email,2017-03-05,14,completed
ACT-007344,XIWKGJOW,Vicki Laflamme,call,2017-03-07,37,completed
ACT-007345,XIWKGJOW,Vicki Laflamme,meeting,2017-03-04,54,completed
ACT-007346,XIWKGJOW,Vicki Laflamme,call,2017-03-08,20,completed
ACT-007347,STT3X4NB,Violet Mclelland,email,2017-04-09,5,completed
ACT-007348,STT3X4NB,Violet Mclelland,meeting,2017-03-15,17,completed
ACT-007349,STT3X4NB,Violet Mclelland,email,2017-04-11,9,completed
ACT-007350,STT3X4NB,Violet Mclelland,email,2017-03-01,11,no_answer
ACT-007351,DHGLWIDZ,Violet Mclelland,email,2017-05-28,13,completed
ACT-007352,DHGLWIDZ,Violet Mclelland,call,2017-06-09,26,rescheduled
ACT-007353,DHGLWIDZ,Violet Mclelland,call,2017-05-08,6,completed
ACT-007354,DHGLWIDZ,Violet Mclelland,email,2017-03-09,13,completed
ACT-007355,DHGLWIDZ,Violet Mclelland,email,2017-03-05,7,rescheduled
ACT-007356,74VGCEEW,Violet Mclelland,meeting,2017-05-24,86,rescheduled
ACT-007357,74VGCEEW,Violet Mclelland,email,2017-03-12,3,completed
ACT-007358,74VGCEEW,Violet Mclelland,email,2017-04-04,4,completed
ACT-007359,74VGCEEW,Violet Mclelland,call,2017-03-16,25,completed
ACT-007360,74VGCEEW,Violet Mclelland,meeting,2017-03-19,38,completed
ACT-007361,MXTAIS4Q,Wilburn Farren,email,2017-04-08,7,completed
ACT-007362,MXTAIS4Q,Wilburn Farren,call,2017-04-23,25,completed
ACT-007363,MXTAIS4Q,Wilburn Farren,call,2017-05-23,43,completed
ACT-007364,MXTAIS4Q,Wilburn Farren,call,2017-05-02,31,completed
ACT-007365,MXTAIS4Q,Wilburn Farren,meeting,2017-05-05,63,completed
ACT-007366,MXTAIS4Q,Wilburn Farren,call,2017-05-13,34,cancelled
ACT-007367,MXTAIS4Q,Wilburn Farren,email,2017-03-21,6,rescheduled
ACT-007368,MXTAIS4Q,Wilburn Farren,call,2017-04-21,18,completed
ACT-007369,MXTAIS4Q,Wilburn Farren,demo,2017-04-01,86,completed
ACT-007370,XRDF1NAB,Zane Levy,demo,2017-03-15,76,completed
ACT-007371,XRDF1NAB,Zane Levy,meeting,2017-03-18,78,completed
ACT-007372,XRDF1NAB,Zane Levy,email,2017-03-20,12,completed
ACT-007373,XRDF1NAB,Zane Levy,email,2017-03-17,4,completed
ACT-007374,YP8QKKEZ,Zane Levy,email,2017-04-08,8,completed
ACT-007375,YP8QKKEZ,Zane Levy,call,2017-05-17,40,rescheduled
ACT-007376,YP8QKKEZ,Zane Levy,call,2017-05-15,17,completed
ACT-007377,YP8QKKEZ,Zane Levy,call,2017-04-01,29,completed
ACT-007378,YP8QKKEZ,Zane Levy,call,2017-05-21,24,completed
ACT-007379,YP8QKKEZ,Zane Levy,meeting,2017-03-31,60,no_answer
ACT-007380,3TSOEM5K,Zane Levy,call,2017-06-14,20,no_answer
ACT-007381,3TSOEM5K,Zane Levy,email,2017-05-17,5,completed
ACT-007382,3TSOEM5K,Zane Levy,call,2017-03-06,31,completed
ACT-007383,G7RCJBVL,Anna Snelling,demo,2017-03-27,106,rescheduled
ACT-007384,G7RCJBVL,Anna Snelling,call,2017-03-30,15,completed
ACT-007385,G7RCJBVL,Anna Snelling,email,2017-03-10,10,no_answer
ACT-007386,G20IQSA3,Anna Snelling,call,2017-03-08,36,completed
ACT-007387,G20IQSA3,Anna Snelling,email,2017-03-10,2,completed
ACT-007388,G20IQSA3,Anna Snelling,email,2017-03-05,5,completed
ACT-007389,G20IQSA3,Anna Snelling,email,2017-03-02,13,completed
ACT-007390,G20IQSA3,Anna Snelling,demo,2017-03-02,109,completed
ACT-007391,G20IQSA3,Anna Snelling,follow_up,2017-03-10,18,completed
ACT-007392,G20IQSA3,Anna Snelling,call,2017-03-05,6,completed
ACT-007393,G20IQSA3,Anna Snelling,email,2017-03-08,8,completed
ACT-007394,G20IQSA3,Anna Snelling,meeting,2017-03-08,62,completed
ACT-007395,Q16BQCEL,Boris Faz,call,2017-03-17,39,completed
ACT-007396,Q16BQCEL,Boris Faz,meeting,2017-03-03,56,completed
ACT-007397,Q16BQCEL,Boris Faz,email,2017-03-14,11,completed
ACT-007398,Q16BQCEL,Boris Faz,call,2017-03-04,34,completed
ACT-007399,Q16BQCEL,Boris Faz,email,2017-03-11,2,completed
ACT-007400,Q16BQCEL,Boris Faz,meeting,2017-03-11,41,completed
ACT-007401,Q16BQCEL,Boris Faz,call,2017-03-07,33,completed
ACT-007402,Q16BQCEL,Boris Faz,call,2017-03-05,39,no_answer
ACT-007403,Q16BQCEL,Boris Faz,email,2017-03-09,7,completed
ACT-007404,Q16BQCEL,Boris Faz,email,2017-03-04,12,completed
ACT-007405,9924I5ZF,Cecily Lampkin,email,2017-03-31,4,completed
ACT-007406,9924I5ZF,Cecily Lampkin,demo,2017-03-19,53,rescheduled
ACT-007407,9924I5ZF,Cecily Lampkin,call,2017-03-29,40,no_answer
ACT-007408,9924I5ZF,Cecily Lampkin,email,2017-04-13,3,rescheduled
ACT-007409,9924I5ZF,Cecily Lampkin,meeting,2017-04-14,79,rescheduled
ACT-007410,9924I5ZF,Cecily Lampkin,email,2017-04-01,3,completed
ACT-007411,9924I5ZF,Cecily Lampkin,email,2017-04-24,3,completed
ACT-007412,9924I5ZF,Cecily Lampkin,email,2017-04-05,9,completed
ACT-007413,9924I5ZF,Cecily Lampkin,email,2017-03-30,10,rescheduled
ACT-007414,9924I5ZF,Cecily Lampkin,email,2017-03-23,13,completed
ACT-007415,9924I5ZF,Cecily Lampkin,call,2017-05-23,31,no_answer
ACT-007416,9924I5ZF,Cecily Lampkin,email,2017-03-12,5,completed
ACT-007417,SLLJT3T1,Darcel Schlecht,email,2017-05-26,5,rescheduled
ACT-007418,SLLJT3T1,Darcel Schlecht,meeting,2017-03-20,64,completed
ACT-007419,SLLJT3T1,Darcel Schlecht,meeting,2017-03-24,38,completed
ACT-007420,SLLJT3T1,Darcel Schlecht,demo,2017-05-07,89,rescheduled
ACT-007421,SLLJT3T1,Darcel Schlecht,call,2017-05-27,42,cancelled
ACT-007422,SLLJT3T1,Darcel Schlecht,meeting,2017-06-14,35,completed
ACT-007423,SLLJT3T1,Darcel Schlecht,email,2017-05-11,12,completed
ACT-007424,SLLJT3T1,Darcel Schlecht,follow_up,2017-03-05,4,completed
ACT-007425,SLLJT3T1,Darcel Schlecht,email,2017-03-14,4,no_answer
ACT-007426,AAEUN73V,Darcel Schlecht,demo,2017-03-20,73,completed
ACT-007427,AAEUN73V,Darcel Schlecht,meeting,2017-03-03,33,completed
ACT-007428,AAEUN73V,Darcel Schlecht,call,2017-03-15,29,completed
ACT-007429,AAEUN73V,Darcel Schlecht,meeting,2017-03-22,66,rescheduled
ACT-007430,AAEUN73V,Darcel Schlecht,call,2017-03-16,40,completed
ACT-007431,AAEUN73V,Darcel Schlecht,email,2017-03-19,13,completed
ACT-007432,AAEUN73V,Darcel Schlecht,email,2017-03-25,6,rescheduled
ACT-007433,AAEUN73V,Darcel Schlecht,call,2017-04-01,36,cancelled
ACT-007434,AAEUN73V,Darcel Schlecht,email,2017-05-16,7,cancelled
ACT-007435,AAEUN73V,Darcel Schlecht,email,2017-03-02,4,no_answer
ACT-007436,AAEUN73V,Darcel Schlecht,email,2017-05-22,9,no_answer
ACT-007437,32LY2D1K,Darcel Schlecht,meeting,2017-04-23,32,completed
ACT-007438,32LY2D1K,Darcel Schlecht,call,2017-05-07,29,completed
ACT-007439,32LY2D1K,Darcel Schlecht,meeting,2017-04-25,63,no_answer
ACT-007440,32LY2D1K,Darcel Schlecht,email,2017-04-21,8,no_answer
ACT-007441,32LY2D1K,Darcel Schlecht,meeting,2017-05-23,81,cancelled
ACT-007442,32LY2D1K,Darcel Schlecht,email,2017-03-21,9,no_answer
ACT-007443,S2UWELRW,Donn Cantrell,email,2017-06-07,11,completed
ACT-007444,S2UWELRW,Donn Cantrell,email,2017-03-29,5,completed
ACT-007445,S2UWELRW,Donn Cantrell,meeting,2017-05-02,38,completed
ACT-007446,S2UWELRW,Donn Cantrell,demo,2017-04-21,62,cancelled
ACT-007447,S2UWELRW,Donn Cantrell,email,2017-04-20,11,rescheduled
ACT-007448,5VQRLIEZ,Donn Cantrell,email,2017-06-08,4,no_answer
ACT-007449,5VQRLIEZ,Donn Cantrell,call,2017-05-24,10,completed
ACT-007450,5VQRLIEZ,Donn Cantrell,email,2017-05-01,13,no_answer
ACT-007451,5VQRLIEZ,Donn Cantrell,call,2017-06-04,30,no_answer
ACT-007452,5VQRLIEZ,Donn Cantrell,email,2017-05-11,14,completed
ACT-007453,5VQRLIEZ,Donn Cantrell,email,2017-04-22,8,completed
ACT-007454,5VQRLIEZ,Donn Cantrell,meeting,2017-03-23,70,completed
ACT-007455,5VQRLIEZ,Donn Cantrell,meeting,2017-06-06,72,completed
ACT-007456,5VQRLIEZ,Donn Cantrell,email,2017-04-24,7,completed
ACT-007457,WUNMIJW9,Elease Gluck,call,2017-03-19,35,completed
ACT-007458,WUNMIJW9,Elease Gluck,meeting,2017-04-04,20,completed
ACT-007459,6U0CT07B,Jonathan Berthelot,demo,2017-05-11,63,completed
ACT-007460,6U0CT07B,Jonathan Berthelot,email,2017-05-06,12,cancelled
ACT-007461,6U0CT07B,Jonathan Berthelot,email,2017-03-25,4,completed
ACT-007462,6U0CT07B,Jonathan Berthelot,email,2017-03-06,8,completed
ACT-007463,6U0CT07B,Jonathan Berthelot,demo,2017-05-10,53,completed
ACT-007464,6U0CT07B,Jonathan Berthelot,email,2017-05-21,7,cancelled
ACT-007465,6U0CT07B,Jonathan Berthelot,email,2017-05-10,7,completed
ACT-007466,6U0CT07B,Jonathan Berthelot,call,2017-05-22,30,rescheduled
ACT-007467,6U0CT07B,Jonathan Berthelot,email,2017-05-17,9,completed
ACT-007468,6U0CT07B,Jonathan Berthelot,demo,2017-04-21,114,no_answer
ACT-007469,DFN1V29L,Kami Bicknell,call,2017-03-22,31,completed
ACT-007470,DFN1V29L,Kami Bicknell,email,2017-06-03,3,completed
ACT-007471,DFN1V29L,Kami Bicknell,email,2017-05-15,3,rescheduled
ACT-007472,DFN1V29L,Kami Bicknell,call,2017-03-08,33,completed
ACT-007473,DFN1V29L,Kami Bicknell,email,2017-05-28,14,completed
ACT-007474,VBZ862OS,Kary Hendrixson,email,2017-03-18,14,completed
ACT-007475,VBZ862OS,Kary Hendrixson,email,2017-03-03,13,completed
ACT-007476,VBZ862OS,Kary Hendrixson,email,2017-03-14,4,rescheduled
ACT-007477,VBZ862OS,Kary Hendrixson,email,2017-03-07,4,completed
ACT-007478,VFKKSJT2,Kary Hendrixson,email,2017-04-14,13,completed
ACT-007479,VFKKSJT2,Kary Hendrixson,call,2017-04-04,21,completed
ACT-007480,VFKKSJT2,Kary Hendrixson,email,2017-04-22,3,completed
ACT-007481,VFKKSJT2,Kary Hendrixson,call,2017-05-02,32,rescheduled
ACT-007482,VFKKSJT2,Kary Hendrixson,call,2017-04-15,42,cancelled
ACT-007483,VFKKSJT2,Kary Hendrixson,meeting,2017-03-05,68,completed
ACT-007484,VFKKSJT2,Kary Hendrixson,call,2017-03-31,27,rescheduled
ACT-007485,VFKKSJT2,Kary Hendrixson,email,2017-04-13,11,completed
ACT-007486,FJMFXCTD,Kary Hendrixson,call,2017-04-10,41,completed
ACT-007487,FJMFXCTD,Kary Hendrixson,email,2017-05-01,11,completed
ACT-007488,FJMFXCTD,Kary Hendrixson,meeting,2017-05-05,59,completed
ACT-007489,FJMFXCTD,Kary Hendrixson,email,2017-04-03,3,rescheduled
ACT-007490,FJMFXCTD,Kary Hendrixson,demo,2017-03-02,45,completed
ACT-007491,FJMFXCTD,Kary Hendrixson,meeting,2017-05-03,41,completed
ACT-007492,FJMFXCTD,Kary Hendrixson,call,2017-03-14,18,completed
ACT-007493,LGLIB8TR,Lajuana Vencill,call,2017-03-07,44,completed
ACT-007494,LGLIB8TR,Lajuana Vencill,demo,2017-04-25,104,completed
ACT-007495,LGLIB8TR,Lajuana Vencill,email,2017-04-14,13,completed
ACT-007496,LGLIB8TR,Lajuana Vencill,demo,2017-04-21,53,completed
ACT-007497,LGLIB8TR,Lajuana Vencill,email,2017-03-31,2,completed
ACT-007498,JREGYB42,Maureen Marcano,email,2017-04-01,5,completed
ACT-007499,JREGYB42,Maureen Marcano,email,2017-04-03,3,no_answer
ACT-007500,JREGYB42,Maureen Marcano,call,2017-05-01,35,completed
ACT-007501,JREGYB42,Maureen Marcano,call,2017-03-03,31,completed
ACT-007502,JREGYB42,Maureen Marcano,email,2017-04-28,3,completed
ACT-007503,JREGYB42,Maureen Marcano,email,2017-03-07,11,completed
ACT-007504,JREGYB42,Maureen Marcano,email,2017-04-24,4,rescheduled
ACT-007505,4V9NMGEA,Rosalina Dieter,email,2017-03-04,14,completed
ACT-007506,4V9NMGEA,Rosalina Dieter,demo,2017-03-12,87,completed
ACT-007507,4V9NMGEA,Rosalina Dieter,meeting,2017-03-13,60,completed
ACT-007508,4V9NMGEA,Rosalina Dieter,call,2017-03-03,26,completed
ACT-007509,9PWM6RYC,Rosalina Dieter,email,2017-05-03,4,completed
ACT-007510,9PWM6RYC,Rosalina Dieter,email,2017-05-22,11,cancelled
ACT-007511,9PWM6RYC,Rosalina Dieter,email,2017-04-03,6,completed
ACT-007512,9PWM6RYC,Rosalina Dieter,email,2017-06-01,8,completed
ACT-007513,EMUA57Q2,Versie Hillebrand,meeting,2017-04-11,76,completed
ACT-007514,EMUA57Q2,Versie Hillebrand,email,2017-03-20,12,completed
ACT-007515,EMUA57Q2,Versie Hillebrand,email,2017-03-08,9,no_answer
ACT-007516,EMUA57Q2,Versie Hillebrand,call,2017-04-03,25,no_answer
ACT-007517,EMUA57Q2,Versie Hillebrand,email,2017-04-06,12,completed
ACT-007518,EMUA57Q2,Versie Hillebrand,email,2017-04-07,4,completed
ACT-007519,EMUA57Q2,Versie Hillebrand,email,2017-04-22,9,completed
ACT-007520,EMUA57Q2,Versie Hillebrand,email,2017-04-27,2,no_answer
ACT-007521,EMUA57Q2,Versie Hillebrand,call,2017-03-26,35,completed
ACT-007522,EMUA57Q2,Versie Hillebrand,email,2017-03-15,6,completed
ACT-007523,EMUA57Q2,Versie Hillebrand,call,2017-03-11,37,rescheduled
ACT-007524,DB3N4CHN,Versie Hillebrand,call,2017-03-02,15,completed
ACT-007525,DB3N4CHN,Versie Hillebrand,email,2017-03-04,2,no_answer
ACT-007526,DB3N4CHN,Versie Hillebrand,meeting,2017-03-10,22,completed
ACT-007527,DB3N4CHN,Versie Hillebrand,call,2017-03-06,30,completed
ACT-007528,DB3N4CHN,Versie Hillebrand,call,2017-03-16,25,rescheduled
ACT-007529,DB3N4CHN,Versie Hillebrand,demo,2017-03-04,47,completed
ACT-007530,DB3N4CHN,Versie Hillebrand,call,2017-03-11,26,no_answer
ACT-007531,DB3N4CHN,Versie Hillebrand,call,2017-03-03,39,cancelled
ACT-007532,DB3N4CHN,Versie Hillebrand,call,2017-03-05,21,completed
ACT-007533,DB3N4CHN,Versie Hillebrand,meeting,2017-03-04,39,completed
ACT-007534,4CXUC4VR,Vicki Laflamme,meeting,2017-04-15,34,rescheduled
ACT-007535,4CXUC4VR,Vicki Laflamme,call,2017-04-09,19,cancelled
ACT-007536,4CXUC4VR,Vicki Laflamme,email,2017-04-04,11,rescheduled
ACT-007537,79EHWR35,Vicki Laflamme,email,2017-03-10,10,no_answer
ACT-007538,L0GMLGRR,Vicki Laflamme,meeting,2017-03-03,49,completed
ACT-007539,L0GMLGRR,Vicki Laflamme,meeting,2017-03-09,45,rescheduled
ACT-007540,L0GMLGRR,Vicki Laflamme,email,2017-04-04,13,completed
ACT-007541,L0GMLGRR,Vicki Laflamme,meeting,2017-04-07,35,completed
ACT-007542,OF7GY5F4,Violet Mclelland,call,2017-03-05,25,rescheduled
ACT-007543,OF7GY5F4,Violet Mclelland,follow_up,2017-03-03,7,completed
ACT-007544,OF7GY5F4,Violet Mclelland,email,2017-03-05,5,completed
ACT-007545,OF7GY5F4,Violet Mclelland,demo,2017-03-07,76,rescheduled
ACT-007546,OF7GY5F4,Violet Mclelland,email,2017-03-02,8,completed
ACT-007547,OF7GY5F4,Violet Mclelland,call,2017-03-06,7,completed
ACT-007548,OF7GY5F4,Violet Mclelland,call,2017-03-06,16,no_answer
ACT-007549,OF7GY5F4,Violet Mclelland,call,2017-03-05,15,completed
ACT-007550,OF7GY5F4,Violet Mclelland,call,2017-03-07,16,completed
ACT-007551,OF7GY5F4,Violet Mclelland,email,2017-03-05,8,completed
ACT-007552,D3ZC338T,Zane Levy,meeting,2017-04-02,20,completed
ACT-007553,D3ZC338T,Zane Levy,meeting,2017-03-07,28,completed
ACT-007554,CVFJUYPM,Zane Levy,email,2017-05-01,13,completed
ACT-007555,CVFJUYPM,Zane Levy,meeting,2017-04-16,41,completed
ACT-007556,CVFJUYPM,Zane Levy,meeting,2017-04-09,61,no_answer
ACT-007557,L5807I4N,Zane Levy,call,2017-03-14,40,completed
ACT-007558,L5807I4N,Zane Levy,email,2017-03-08,10,rescheduled
ACT-007559,L5807I4N,Zane Levy,demo,2017-03-04,94,cancelled
ACT-007560,L5807I4N,Zane Levy,demo,2017-03-07,117,no_answer
ACT-007561,L5807I4N,Zane Levy,call,2017-03-02,42,completed
ACT-007562,Q1ZKBGV5,Anna Snelling,email,2017-03-31,3,completed
ACT-007563,Q1ZKBGV5,Anna Snelling,email,2017-04-07,6,cancelled
